name,place_id,city,county,address,website,phone,rating,reviews,photo_ref,heat_source,cold_plunge,dog_friendly,showers,changing_facilities,sea_view,opening_hours
D7Sauna,ChIJ89nYD_UPZ0gRZ4g2BJ5tC60,Dublin,Dublin,"Unit 2/3, Phibsborough, Dublin, D07 R52H, Ireland",https://wunderbook.app/d7-sauna/,,4.4,16,ATCDNfXSw5vgayN8xixbvLAI98-prIn7Scw7gFjZTCfLcgZX-_uPVSED0PMnF68hNKVq4Wk_ijNFYZmpXFUnoEa1FWIAwKgH1xVRl8FBSpA53P9zXHxlZy2rscIF0efgOKiNgRPf6vlLGKWL2Cf87xwaWMN4lJP7ohbrN_AdTFm6mtEjcy1YgzwjKIXgM9kmN-xcnAHxihCweUgvGgPjgm8rg48k-l1evXk2quPK96VASrlqKm4KQC8S3J-KZvkHOOuKHwdeU9HHEtRl5r81zE1zjOXuuld72xBPN8Im-ZpPyFuP6ZaSLtFDB4Vu2qkE5M1GS9N0pTEk6AeNpGb2QUdvRbG_78d8wxTgoEAshmycs0mwHTmlTiMtsS714rPPlVSh9MNc_2k-yM6R1Psd-c6S7_tcaUh5hKj-4qS2aybPTlKFN5X1rjDmXe0ie0pzmA,not listed,no,no,yes,yes,no,Monday: 4:00 – 10:00 PM|Tuesday: 4:00 – 10:00 PM|Wednesday: 4:00 – 10:00 PM|Thursday: 4:00 – 10:00 PM|Friday: 4:00 – 10:00 PM|Saturday: 10:00 AM – 7:00 PM|Sunday: 10:00 AM – 7:00 PM
Daymaker Sea Sauna,ChIJITPVbZgxWUgRKjyQffnbVdU,Dugort,Mayo,"Beach View, Doogort, Dugort, Co. Mayo, Ireland",https://daymakersauna.com/,087 366 7942,5.0,1,,not listed,no,no,no,not listed,no,Monday: 8:00 AM – 7:00 PM|Tuesday: 8:00 AM – 7:00 PM|Wednesday: 8:00 AM – 7:00 PM|Thursday: 8:00 AM – 7:00 PM|Friday: 8:00 AM – 7:00 PM|Saturday: 8:00 AM – 7:00 PM|Sunday: 8:00 AM – 7:00 PM
Doolin Sauna (Seafoam Sauna),ChIJGc--pogBW0gRIsgGQRz0Ibk,Doolin,Clare,"Doolin pier, Ballaghaline, Doolin, Co. Clare, Ireland",https://wildatlanticseaweedbaths.com/product/seafoam-sauna/,089 979 7532,5.0,6,ATCDNfVQ-xIe2YdmkP7irLpXK9eW7ovLQ9wttw5kC8tHGLSxJH9RQQsWwScupaHf7yda3gYZg-LgyjmEzgHta0HevRT0GYCl5arhgi9ctDd93MidfU5cPynTHazyO6PHn71TmKxrwOzLxMp8tzCU8Q-aRZVsq1Nejbrspsm2382ZW29tVwzSMnfeXiBUHTWEG1m3z2mmI2VV3BlMfnt0Q50q3LA0n0ysVbxtLo8w4K55VqbUzZjvkSKP1iuGVztV3pcP1yB1qfMIGcrAg7PNMHafMyLdXd71FbYq42vxXQyyEm5hkQ,not listed,yes,no,yes,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 1:00 – 6:30 PM|Saturday: 10:00 AM – 6:30 PM|Sunday: 10:00 AM – 5:00 PM
Driftwood Sauna,ChIJUS4DgRy7W0gRa0bW1aGYQ5E,An Spidéal,Galway,"Spiddal Pier, Bohoona East, An Spidéal, Co. Galway, Ireland",http://www.driftwoodsauna.ie/,,4.9,239,ATCDNfWCF3yvZ2rHFhakKWr1v8eGXB9y717mecVV6lQ04_yKSs-DIDdHa2EnO6QzejWPWxFmVQOXfL4683xX2KIW28iY7e2T2iUf7zyomdqQYneaa1Jcll_GhK9pS9dX2XAeSsxWV7AfCjjsTGrr2sLyKYumS1g3v47oU3NfJH3d6wr89roRZNuZsmf3hMFzfC4-jKJ-h69grs1zWLIq8MjzcnUh0jJy7Pgdj_VvzsHmTiT0Ltm-9aimuDDc4V07NsCl3ZQjNi-fERC_SjvNgAtZldjH1eQNtuW9DnU8siDxRHYrO8b1TvRRkMptwmPt0bxCLisCfaAfpoN3en5S2Ota9BnOx8UP1M7CxdU8fzpRJKLCy5TWCMVVjuYGB5voPXklZjmRgoN2PlmcsTP0UEng5FjCRMtUr6Suva9JwnuhZF2-Nj9U,wood,yes,no,no,not listed,no,Monday: 4:00 – 8:00 PM|Tuesday: Closed|Wednesday: Closed|Thursday: 4:00 – 8:00 PM|Friday: 4:00 – 8:00 PM|Saturday: 9:00 AM – 6:00 PM|Sunday: 9:00 AM – 6:00 PM
Ember & Oak Sauna,ChIJmyRNvXNbW0gRU5T3Iz2uT5k,Co. Limerick,Limerick,"Dooradoyle, Limerick, Co. Limerick, V94 K5V2, Ireland",,089 980 3204,,,,not listed,no,no,no,not listed,no,
FIRECRACKER Sauna,ChIJT0XzwLR3XkgRd9yw8zvVO9k,Longford,Longford,"Leebeen Park, Dunbeggan, Aughnacliffe, Co. Longford, N39 WK74, Ireland",https://www.firecracker-sauna.ie/,,5.0,55,ATCDNfVBGEflNokGN_JbHiSP1jqf3jVMVhxK2inmR-vpmj-p705h5i0Tgf4szMLH1r-o1SESJf9QSIpab4y2dxUBJIIWKEXEw8_dboTjBMZ375pZnESReTZNhmfU1Qy7Lb5rNLGeA1hqBYLAp4RVYNWJxskXs1pa_AIZfleoB5ItsZ-oFZHW7tZhaM86qZXUOmSBzYdzfzpByLueEq3TjR1tEbDy1DYhQH7JYfq0nu4jKJhQX33lksWmRXoXd8uuiWYaXEYGFqLUq8uRHJFdwV7q8U2NLpgxmkmm8eF-M17BUsw,wood,yes,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 4:00 – 9:00 PM|Saturday: 10:00 AM – 7:00 PM|Sunday: 10:00 AM – 7:00 PM
Fad Saoil Sauna Blackrock,ChIJL_y7JQAJZ0gRgC0sAGxcMFk,Blackrock,Dublin,"Rock Hill, Blackrock, Dublin, Ireland",http://fadsaoilsaunas.com/,087 359 4664,5.0,83,ATCDNfWTN9JydK-9yLdStKnDgxzcqgVl1rAjn-ajb5vf06NpyzTggKNPuAD09R0EqHi1k4RIO8RKBu-7LscP_cFXaAA82TPWFMeY1NzIjy-gcHJDwjW2Pf76SsRGCLyOOar2TrniNbN4qk6G5343dshzoszo73dHQe1N3qqi7NEPmzxSSCflD9H5TXRIVzVVXYLit73npl5bl9mUc_-0JVpbfu64szgFrAZLZKCx0Io_LoL503Ka_PRgznFLprDHRbbXGlv2_r_z7EgjWdCdr7KFaW5LDFqxSty3tyhkJEFwBp2hNzvqssLEkI2djlCb4H9YILiWwx1i7u19tBU8rUWX368y-GNsN7FdN0Pt5YiHpXqMiRXlepjAcINycmHmkzgvpyG94oOMr1WM71SPYS0n6cJnsZdKvHy0hNRHqLMnu30v6hOG-MnLpujE_6MhOsKB,not listed,no,no,no,yes,no,Monday: 7:00 AM – 10:00 PM|Tuesday: 7:00 AM – 10:00 PM|Wednesday: 7:00 AM – 10:00 PM|Thursday: 7:00 AM – 10:00 PM|Friday: 7:00 AM – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM
Fad Saoil Saunas - Greystones,ChIJ_wi-_04HZ0gRTpeZMG3TVYU,Wicklow,Wicklow,"Marine Rd, Rathdown Lower, Greystones, Co. Wicklow, A63 V406, Ireland",https://www.fadsaoilsaunas.com/,083 209 3941,4.6,201,ATCDNfVaThwvasgpKHFx6cCL29zAUK6TSiJuQL2tt6oOIaOE6xQR524YP9TVpbmZmWJBUTMw9Z8ZTlFX8uStmhi9od6xWA8Z3CmPAaeKd2rJuZNvndeQb2t57TxwGXJvq-6WGj7LOLSAdIyK_Wqt0c9SSZb-LiwJOXGfafsntSe8gd2pIaIUK64PIpoXK3aJPLFjaC25tnlSTYBTG4ciMqxWVE1qoNa3elYcl_zXpoGdFBf8sBmif12AhAuy5BTzcg4_1bMO0QaPOEjhppoLqeeUxy_M4jjROf5p2oEoFlGhsXwleQ,wood,no,no,yes,not listed,no,Monday: 7:00 AM – 2:00 PM|Tuesday: 7:00 AM – 2:00 PM|Wednesday: 7:00 AM – 9:00 PM|Thursday: 7:00 AM – 2:00 PM|Friday: 7:00 AM – 9:00 PM|Saturday: 7:00 AM – 9:00 PM|Sunday: 7:00 AM – 9:00 PM
Fad Saoil Saunas Clontarf,ChIJ-yUoKgAPZ0gRSKuiMf9KTIU,Clontarf East,Dublin,"Castle Ave, Clontarf East, Dublin, Ireland",http://www.fadsaoilsaunas.com/,,4.8,33,ATCDNfUOjBsxzSym7oIeIRf_buMTd1PkkNhDCkafUfL1I6c0HuJKSvoWP8V3b0wYeu8y4q2Jpfa-aspb8JlsSODc1iOgtGW7uwope078JNEnq3s-7fgQi8QQ5Tzx5kpqMgo9jxhTTCvScqgXt-51ftaZPHB-STiKoPoYyN8yVJX4Xr8dZYEaN0Fokwj_qOWiZNAVMTxkGLDqj9cascivUz2FCw7RjkRvj-KzidgvghTkQtgyBk6lrBBa-tPlxvgmsUaE8L9vDVAX0bYEJI_mEwLtl4q2hEF_GKTJXsReenREf7SmdA,not listed,yes,no,yes,not listed,no,Monday: 5:00 – 9:00 PM|Tuesday: 5:00 – 9:00 PM|Wednesday: 5:00 – 9:00 PM|Thursday: 5:00 – 9:00 PM|Friday: 5:00 – 9:00 PM|Saturday: 9:00 AM – 8:00 PM|Sunday: 8:00 AM – 7:00 PM
Fad Saoil Saunas Dublin,ChIJbQCsUQANZ0gRT4WX7xtbwkA,Dublin 6,Dublin,"Fad Saoil Saunas, Ardee Rd, Rathmines, Dublin 6, D06 FK18, Ireland",https://fadsaoilsaunas.com/rathmines-sauna/,087 127 5023,5.0,274,ATCDNfWXUGtYmmUidYX4cfBc3Kwv2Na6G32z1nTD-pjhOAaLRv3tBZP6VQ0W4p_WO8jD0KFB2P5iJAtwa6TzzE1ZHgyQPFkGnzUZ08fbqGAXqMMz_HD3-Y6a-pLbkRmcS49J72rz9fY-fFf6CKzW5-85YVtFfLE8iuvxvaNJHNI2qRV2Pfz7B1MHxm8aYFtVYUlmS7fqrUFfCm0JTprQcEITNu2dwTrune8gW8e_dXBMFndEJBqguBmHhbwDmgU7K1qal1O4jl5vmjznCRw_IYCMm8FZaNlfgsqjHmmPioAQcjrOUg,not listed,yes,no,yes,yes,no,Monday: 8:00 AM – 10:00 PM|Tuesday: 4:00 – 10:00 PM|Wednesday: 4:00 – 10:00 PM|Thursday: 4:00 – 10:00 PM|Friday: 8:00 AM – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM
Fad Saoil Saunas Kilcoole,ChIJYeIUdrWvZ0gRnO7Nczd36qM,Wicklow,Wicklow,"Main St, Kilcoole, Co. Wicklow, A63 AP93, Ireland",https://www.fadsaoilsaunas.com/,083 343 0440,5.0,53,ATCDNfUBanK-6QoL-IusgUWIttC82b36TO-_6q_qQNDG0fybva26A7wfRxFV1wGVfHzEEhch_ECHBQUIZ9HW5jVnV4adPFgohvPlM4g_fW53yHYHeAQ6o7UuhX-an6xDIhimYFV6KINaBZdcEBMkw9ox69HBcMzxt7Jb9xlWeVofH6YpgghpudBbrL03Mq63Vca1h88sOynuEAWKiz4Mf9U7RYK_FZTGSOLUT2u5kSAK-YavZ9vvEfchS6gl4XyBgEh7wLHfytyURfs2x0n2pcNmFhbwd0wq1fVAtGSU3f3iTcx49Oas-YIygG7BIAGQuLxHgdnRzrglV6ahFikCWqP3uEzcLMqXQFYqUbwtKgounGhBzcAz6wT_SVnnoMVaW8xdbcWF7lGj40n9X_Jzhs-tfT0Y9vlSGwg8zfbYXCk_jG9U08AU,electric,yes,no,yes,yes,no,Monday: Closed|Tuesday: Closed|Wednesday: 4:00 – 9:00 PM|Thursday: 4:00 – 9:00 PM|Friday: 4:00 – 9:00 PM|Saturday: 8:00 AM – 9:00 PM|Sunday: 8:00 AM – 9:00 PM
Fad Saoil Saunas Naas,ChIJv8UYTpWDZ0gRleWSkmYqiuU,Naas,Kildare,"Home & Living, The Elms, Punchestown, Naas, Co. Kildare, W91 V2TT, Ireland",https://fadsaoilsaunas.com/,087 127 5023,4.9,171,ATCDNfW4mMJSUMGE2rh25FonvE5TYvkckNcZyiwNJ1DLmCq50smQY48rocAEvA6_7Pz0iiPrC_RAuFhlcLYs6zEi0EtOPsofiHgDzqie8r0X-ORmZwjosfd2TfORX-cWiIySiPEF9nMe3GsAMUM3Nht0gfmMLsofEtZ_iFG2Nci5-PsAlFyaMZcULsAte9Gt-0jNL_gHk2cy6U63xsZQqiV-gx4f4PkP0Mt8mXwZuYDNCR10UoPQmFbusnje7bZuPJy2eX6-Csi36yuXqjjT4gtfv2HUoiNG71ij5wAqiAYoIQcFoUj3hABeWrOSsM4nve-9JQvYTpIjk-oCHQrr8MlmMA27js3XAhiLjA6BvFRLm6XqdvKeOPQ5jCR3dxd8Os4uZrOTId_30ymTclXN7Y9JaiuIbx1VqD3a4MFRwrelyC50Jx4bhLv97_Fa8LILCA,not listed,yes,no,no,not listed,no,Monday: 5:00 – 9:00 PM|Tuesday: 5:00 – 9:00 PM|Wednesday: 5:00 – 9:00 PM|Thursday: 5:00 – 9:00 PM|Friday: 5:00 – 9:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 9:00 PM
Fenit Lighthouse Sauna,ChIJuSI_YQBNRUgRAoizoavUHIc,Fenit Within,Kerry,"Fenit Within, Co. Kerry, Ireland",https://fenitlighthousesauna.ie/?fbclid=PAZXh0bgNhZW0CMTEAAaY2kPY_WgER7mb0ofTj7wQhU9qIryG4PurhexA0DqGAmhlQBqJeIDLeRrY_aem_CB_x4zebytlFZMf6l8XFbw,,4.9,24,ATCDNfUVTlg40XheKGdkAbilDMcWbRhYstUkmI50IMX4YN2Zdejq5YCiHaWK4lIEMR7v9mRB53zLOF-odTrSB4WdBrG_WN6-Db0hLIDoRk-r4rY4frgu2nWNTJ3XS1TmFMOLvOqSy1xos4SQgpdoH0uliEpTbg2_6QoU60DHucbCi5ksr63GOcyc1OsJOFcsISPf8VYx1DnaTB8UAUMFDmk8yvg6lr_-mu-esr0WazLWRNCjs_Cp49HUIzUbXehkFyDzyLE5xNuGjDjwfSrU5_sTblX6NrSFeQoRYBib7OmLUCptKHlF_I0BU7MSmqibmWsphUMAS59VMwViN34xMuZqnJCoWyjsLhuaNlIQEaOnytZWBfWvF627dsPqagnhbmrQ8c2MYj2yPBJtnAGHu3ROZpqlkjBx0pKnLhrOfcFgpo4eChI,wood,no,no,yes,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 4:00 – 9:00 PM|Saturday: 9:00 AM – 3:00 PM|Sunday: 9:00 AM – 2:00 PM
Fire & Ice Recovery,ChIJe5PFIQAFZ0gRDLP3r5SV754,Clongriffin,Dublin,"Main St, Clongriffin, Dublin, Ireland",http://www.fireandicerecovery.ie/,085 712 9624,5.0,33,,not listed,yes,no,yes,not listed,no,Monday: Closed|Tuesday: 6:30 – 9:30 PM|Wednesday: 6:00 – 9:00 PM|Thursday: 6:30 – 9:30 PM|Friday: Closed|Saturday: 9:00 AM – 2:15 PM|Sunday: 9:00 AM – 2:15 PM
Folláine Sauna,ChIJZenMTwCVW0gRs-K9RK0m0ok,Annaghdown,Galway,"Annaghdown, Co. Galway, Ireland",https://annaghdown.ie/2024/01/16/follaine-sauna-at-annaghdown-pier%F0%9F%8F%8A%F0%9F%8F%BB/,,5.0,15,ATCDNfXjxwF0uJ9QmFig5qnCXgSTDaLQSJWU9tZj4UGdS-NmmGeCyHK-CH2yuaS6q1082z6NlWVrJ8UbnaUMTuTj6WkSl6Zkm0GhrIUHgAM0A27EM86mlqS2HRAsNyfwI2-Yvi8RTrVdYSRWxT_ZZimbmzJ1CvgEDTvkMtYhCJK09BGY2Hp0SSht-NWy6kQ-E49Hr4OkbcPGA7FgQiHbmm-V-vHfp8XApNVWIUNLsqHnov_kF4YTEc3Mat_qLpiFbe_Pyx4qR-dfOqlSjrzTfBtfBUXOrVkGh45PxVo1TRjti--PdHDoJqAl2N_3LT0jByBkYXpjxOXSTIJHS2kI0-wPlhu7zyMDrAU9_fSV7GqueYhdTyUG_TDVPbWQj94N8oyA2DqxJOyIQecNZdviwVgUuwQ4yzFs47R9Psjb3agmdK_4soqz,not listed,no,no,no,not listed,no,Monday: 5:00 – 9:00 PM|Tuesday: Closed|Wednesday: 6:00 – 10:00 PM|Thursday: 6:00 – 10:00 PM|Friday: 5:00 – 9:00 PM|Saturday: Closed|Sunday: 9:00 AM – 2:00 PM
Free Soul Sauna,ChIJmXv5ruXfZ0gRv6oRbr5wNZo,Wexford,Wexford,"North Beach Car Park, Cahore, Co. Wexford, Ireland",https://www.freesoulsauna.ie/,087 366 2055,5.0,50,ATCDNfXiSASnG7oe0GMqcsyzm3n4SVXlgcNr1uIXAjzj_B4-fenHDLrRNZvrTUMrbSZT6HSe5uEQtlKsmcU1yyM3FzHhkBb2X_Y7Burbd_NlzzrhGQRZPuI2ESX6n4yOBZuH5Yg58fp105X-dxnCjTEf8akd9QIGq11w3PbKQIyJvm2mTuUDfpijbQIdSH5OaMOlklvChzFThtQoq4FgUf58ihuLvl80hdlFpDTmXBUucFbAZf8k3ncm541yFCcYK_SVEpFu35roBHhRUkWiaJCUxnRyzGsppXy7KETV_cbUN0foVRR-XOJFzatzGoa13b4OPr_di35V1Lj2su_JSbbq3vByI2JYOnnWfXecUinVrLzijBdZYo1_geADOZT8E-lI8QRgRJXGTHsB-9ZDPJIJGWfJkSpm5r_mRAj904NRzA0BhDz4T7LiEVR2RiJLK-3m,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 10:00 AM – 4:00 PM|Sunday: 10:00 AM – 4:00 PM
Freshwell Sauna,ChIJx2nFHNAjXUgRXhJUcmtyhLI,Kilkenny,Kilkenny,"Millenium Park, Freshford Lots, Freshford, Co. Kilkenny, Ireland",https://freshwellsauna.as.me/schedule/6132d453?fbclid=PAQ0xDSwL3c_JleHRuA2FlbQIxMAABp53iV6xMkgA2s6MZKXRfAZCDhLbB0gdkQT3_wyVtFsg1a84qItoUW6bCh49-_aem_tMEMALN7zVHwntdAY9a7GA,087 799 7056,5.0,9,ATCDNfWb1A8mQwxx14I237eAqGaFW_-1p4k548Y2pjPcW8rdjSt_Co8jHBc6Uy8hp841YBk42807medN76hZU72uEeKWMRPYbl27vYYHsDM8z_G8G_opA2dvlGinkfcpcxk8Gammv1T1Va78fNSdZ9_oKkIDwvPU63WHe-D3YjXopDxkA9V6CToBr6TFRwGYQS9uVId4QSJuVIt0aQZwl3ju7yQrn7v0ekzGQSqtsT4MvaYVumoxi8OgqZBRpGsQ4gY6At76GkrJzdjLsBJQAVFqCC1Kx6zaSbgfiG4yMxMIQTRicw,not listed,no,no,no,not listed,no,Monday: 2:00 – 9:20 PM|Tuesday: Closed|Wednesday: 2:00 – 9:20 PM|Thursday: 2:00 – 9:20 PM|Friday: 2:00 – 9:20 PM|Saturday: 10:00 AM – 7:20 PM|Sunday: 10:00 AM – 7:20 PM
Furnis Sauna Village,ChIJmRsItYHrXUgRrDvo0UZY__Q,Mullingar,Westmeath,"Mullingar Rugby Football Club, Culleen Beg, Cullionbeg, Co. Westmeath, N91 RX88, Ireland",https://www.furnis-sauna.ie/,085 788 8790,5.0,12,ATCDNfWwfvvgL9LyAvwB4ihLn_r7lXsXIWS8N8_EY9Zyh-8oLJWv3or7MD4uGC_vkd64vcSfQqJj6S3egHa7rPhxHth8cNxyQPwArXtRD9U1UbhjZU-MaTvui8XJ2XwNjNXt0EUVGv3rr95OeePY4wXiRwNlFMfiuhG-W51oCnw-mTuKc9SEXTDfiwjMqp940pBvuQf7x-kQPjd9EDLOmN0P3B1YgEYD9_CnhCFEd7fhFlApbuNwODg6aRfHD9MuPcS6YGcu_znZcefz0TfhrWK98ZYKts9U1945ZAsc5Gql9d2KGg,wood,yes,no,no,not listed,no,Monday: 5:00 – 9:00 PM|Tuesday: 5:00 – 9:00 PM|Wednesday: 5:00 – 9:00 PM|Thursday: 5:00 – 9:00 PM|Friday: 5:00 – 9:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 9:00 PM
Glö sauna,ChIJu5tF-0hHXkgRguLPDoaij4I,Ennis,Northern Ireland,"Sligo Rd, Enniskillen BT744JX, UK",https://glosauna.simplybook.it/,,,,ATCDNfWBmrB7ej72bU8SI3vb5uG6Ibx2Ii2P4uGsSAOAv87JtQxcx5YCVbrLi0s_MskOzbPe8_9Maxe0rcjLDMi6T0XMfLrFEBYyXofmb2SMoycMq9Dwj-ARGspDCf1iTie2muJu0ipovdVJPgbFCLjvgleZot-FOM-IOwT4PUOcTT0raWHH59hDvFiOIeH3enScmXVxeZHH7JxZyhGO5NZs26x51sK9QQos3WYuNE9kZo2d8u1DzMYf_OsBXDqTqStHY74-_SS4D948jK8QLjLBX5jACWVWUurDGL_frEyOk1ZfyQ,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: 6:00 – 9:45 PM|Wednesday: 6:00 – 9:45 PM|Thursday: 6:00 – 9:45 PM|Friday: 6:00 – 9:45 PM|Saturday: 9:00 AM – 6:00 PM|Sunday: 9:00 AM – 6:00 PM
HYLO Sauna & Ice Baths,ChIJQ6i8ewCDREgRBkSZeL_qchU,Cobh,Cork,"Carrignafoy, Cobh, Co. Cork, P24 PD32, Ireland",https://hylosaunasbooking.as.me/,,5.0,44,ATCDNfV6w13VxxKMVxNvOF_qRKhpt5MXHRNZDMh1ZiifeJCBAeqWNjmP4EIfm4stasva6d-kbvBszpzsscN2h4Ad1RUEV9FmmZUw9QmdjkaomuXy9GASNVTiVXTOWxsC1RwRk0pAnHnMrir0SDEdRyXdb29CAg4AKk_qKnshCsjK4DjXKbHGno2LEO7LvVtKwMh3s7nFYT1NWLN2wGbkCCPIwPCQtsRPtQ8vwxz0-YNT5_N-vJLl-hIY_3LkCsaAumMaXXuEY9xtcrF3tJuh7p23ZtAR-Z__opq6B5x4O_WG7PGMyx774HZ1jSCkgGULT8KHHy9-80pItbt9F43OuMhWrgIgcnxT121gUagDGZg2SIinr0ZhLVq7Yrs2nLZpfer3H7snGG3iVI5P4FUBnYFlFiflSC_b8lG5iaClZin-TdtwB2s6_oaxFb-FwIq3-qkB,not listed,yes,no,no,not listed,no,Monday: 6:00 – 10:00 PM|Tuesday: Closed|Wednesday: 6:00 – 10:00 PM|Thursday: Closed|Friday: 6:00 – 10:00 PM|Saturday: 9:00 AM – 2:00 PM|Sunday: 9:00 AM – 2:00 PM
Happy Days Sauna,ChIJ76HT9VVNRUgRc9u1WvsAFfc,Banna,Kerry,"Beach, Banna, Co. Kerry, Ireland",https://www.happydayssauna.ie/,087 943 6531,5.0,11,ATCDNfV6ME8qYghJvQofJ2qqMKduKxfICwa15sPa6r6GlbMguB1w5gW16sFB5hg7g3YlGk-xuK8Fb5Z-u4oulbJ4xlvMjw0EIsM6wn367-jqjHfsISZOJvzja4O5srOBRpRubGDxtELFgdQ--B1XGDObN9bIGtkTTFpPPnGM06w0ywkIJnU2Te5OX6GbXMLdmB9lnxVxt8e8Rx2iUb9fXis9WuVUbzxz1K4gjnuha-KxA_0XtWXTf19Q9RSqb3UM7uHFqhfLzernxSfm-p0X-PB5lLGA_s4cIabuyFxqj-eYWtxzsg,not listed,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 10:00 AM – 4:00 PM|Sunday: 10:00 AM – 4:00 PM
Happy Place Saunas,ChIJxXZ0YwCHREgRYQ7k5gtr1eo,Fountainstown,Cork,"Fountainstown, Co. Cork, Ireland",https://happyplacesaunas.ie/,,4.9,30,ATCDNfWasydBsJMPXNZCkl994Qro1feBrDDOeaSrsGWCoUo8dpPwZQHrVqB6U8dCLgLf3dXPRkiwO4OXHDRfjOMt-86QN4ztE7JahDuNNRznWjKObjYRkx6VPkhAqYGyHRT_YGYtJk9CoOyJ1aPv0XK9_RVSOs5WWacQ81W9iDDxSuxcapVHTwofaG1EJCqn0RWU7pXWKtu3er1HCiXqZ5GrdQAoVqzaGKpUQHwutJleq2O0EV2i4DDpHffWdG1hvxf8lzsJgwL7Nw7Xt9mH2vHjDdkQeb3t5pKRTgTSUhPh18VxteiZJIRzKs0smuSiyjQJN1CBsgZCzKfB0dDg5uKtY5BXvvmgu4Xg2Y5AoRTBRGWhszgNkSnj5dX7yi2lbFvoGCz8WInfVCD0x2pSytRrtJ0poK1PM9wD9W5q9VSCukF_Erpa6X1Z0n7iV4k12w,not listed,yes,no,no,not listed,no,
Harmonie Sauna,ChIJpQKwA9GHREgRVVU2KULlo1M,Nohoval,Cork,"Rocky Bay, Reagrove, Nohoval, Co. Cork, Ireland",https://bookwhen.com/harmoniesauna#focus=ev-s6sl-20220723093000,089 255 2280,5.0,12,ATCDNfWJIxG3JGqBOj6DKYvoKMrTPyTXceHE32hujXAPWJs6G6gFqfc83Vy5zQQnyaXbW6k3LkZ7n_jFdCqOSG2ffwNjUwduP6mYw-rzTMFyLJqNl6vr5QUJpe5-aHMY0KplK0YQTI1L9eXoZGUrMpoLNJe323tEzCycSG8OwDUnMMWwqFviVnjNm-lXuIcTS_WjEuK2cmLeMjHmIqXI_7kzT4V_c5zH5sLL_77mcqS2C-yt7h8e4iFfiE9DLmUQOg-QyGESTVkuKLL15O7QUODd2xXb-ilgWOqd70o0IvbUiR2tpA,not listed,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 9:00 AM – 4:00 PM|Sunday: 9:00 AM – 4:00 PM
Helios Sauna,ChIJ_WFLOuUJZ0gRmPe23COSzwo,Dublin 14,Dublin,"4 Main St, Dundrum, Dublin 14, D14 V977, Ireland",https://heliossauna.ie/,085 167 8145,4.9,1051,ATCDNfULmsJQeN9iU1pgrr0NJeQzeHLcVSve-69m4Hifgohz1_WIPlLur9Oov8HVvwwhP6V8cIBd8_XwxSyiXp3Mc_F876K22Px0m2cHfjPuZ9RMLPhxkTGPbA5QIopXXC9U3ININzW91-bR4vkzMeJJH2WCm0AVbm-X8E5J5xKAMQ6v7L9AXvVOoDnZ0s9l3NEVg7JpF5oP71b6IathWD-7hZn9TRTAiV7KDD3hq7cb4lwmPPHu9PoUukhKb5qmwqNHue8QryCQabkhC3h1PvGD2gqxZaz2nbT0KS54S81QM-buYO93W0ZLmNElmFGvbtJiSRYicPS_VDrRX7I6S66YZOCn1AFnxpQYPyuy7U0bvfatq_pg_FvyQ4TpEZs6kPwINZVpvB6c1e-wNdF620c33MvaivZzysaqdOFPcCLfNbR9Mw,wood,yes,no,yes,not listed,no,Monday: 8:00 AM – 10:00 PM|Tuesday: 8:00 AM – 10:00 PM|Wednesday: 8:00 AM – 10:00 PM|Thursday: 8:00 AM – 10:00 PM|Friday: 8:00 AM – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM
