name,place_id,address,city,county,category,lat,lng,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms,business_status,types,summary,reviews_text,fetched_at
Obsidian Sauna,ChIJpVzxTAAJZ0gR-_Y4T2uiGos,"Stradbrook Rd, Mountashton, Dublin, Ireland",Mountashton,Dublin,Leisure & Fitness,53.2886446,-6.1613244,,,5.0,1.0,ATCDNfXuYkwsBcs3kpsz67IO8QYnHra7QEc6pIZ4Olo_8Zluvd7pQ4hmL-WFd0r6ZBzfDYNMSDYVmz15O2ZkmH21IaK4V0ftcc4fdTlrIq_BxJ25sQRyxxSABuzqAk2K6wPuflzDC4O0Yt3Bc3C3YIZBey9u_YA3nCn6YcNzqxF3rPr6Gvp5LSDzmbhWvO4ei2RoSQn-0iFlb9MIwzTgm_Cqfa3fK5OQV0TAzxJB2a0Q5fcguhb3TFWCOifxUFV0YjcyZlaACKy4dlZyHoCjYvdY1E4zkpUXkkHyGFdgGPZxE0MJWtjRp_2IFqitA8Gd-xPRNDdoUyhI07UV3nYUxhZ-MYt849RimaPu-8TTFOm2FOYyxOjLIfAVscYSljP8ZEQ1Lmu2oep72se6Q8wdJz2K2Vz2EaTAtJimtQWEKMcSo7SilVIi,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,,2026-02-14T09:42:57.273077
Skellig Sauna @ Ballinskelligs Beach,ChIJV4-MTGiRT0gRdX1rxqUeknk,"Ballinskelligs beach, Castlecross, Ballinskelligs, Co. Kerry, V23 YT54, Ireland",Co. Kerry,Kerry,Leisure & Fitness,51.8209628,-10.2742723,https://www.skelligsauna.ie/,,5.0,1.0,ATCDNfVUGt_7VwY8FmXpXCJV5JVhIt2yUpVC3zqZcdPbJ69cCZ1ZLRQ6tuuwvJPjjeP6FSSvbEi7H7pAQzPDYmqmkn4bU73K6EI2w5ZElQBJiR_fCMJAqQLwcGRjFIHghLPmPifV8ac1C_-rfG6DQzA-Jqzur--WAky0vhPS5JbgFETugltvr4oveRO8h_l1aV8EBZW8l4DavAMvrn1rpn3EE2ZkPOtH61ICjRChtipnnrqxTjpbB4rjpkm9p8G4C8s9rxBW_kg77Jvvvbf8zKgqUGEcVXzvAiNbBmq6hqCfnyIklP6QrI8l8M8k9eH447RCQs_3vco9VrXNrQ0CTtghYOiojSIDGCNgloNZtgvHoj17bHSZA_nxhogaDZrOrUkhAYMb_pyRmongkcr3cBZOAc-R7JcfKHf9N51V6NqQFF2tHc_pJsYaxVum67CbZRoh,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"I got in touch with Colin about making a group booking for a special occasion. From the first email he was friendly, prompt and communicative. He also went above and beyond to help us organise a yoga class at The ReWild Studio. He recommended local eateries and points of interest to help us make the most of our trip - the ones we visited were brilliant.
His sauna at Ballinskelligs beach is clean, well-maintained and located right beside a café. It was perfect for heating up in after a dip in the sea!",2026-02-14T09:43:35.370625
Woodlands Sauna,ChIJL18IDbSbXUgR79fa2hGw3sw,"Rathcobican, Rhode, Co. Offaly, R35 WV78, Ireland",Co. Offaly,Kildare,Leisure & Fitness,53.34249089999999,-7.170806799999999,,085 764 7055,5.0,1.0,,Wood,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,,2026-02-14T09:43:44.576298
Daymaker Sea Sauna,ChIJITPVbZgxWUgRKjyQffnbVdU,"Beach View, Doogort, Dugort, Co. Mayo, Ireland",Dugort,Mayo,Leisure & Fitness,54.0124843,-10.0214108,https://daymakersauna.com/,087 366 7942,5.0,1.0,,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,wX,2026-02-14T09:44:43.745995
Helios Sauna,ChIJ_WFLOuUJZ0gRmPe23COSzwo,"4 Main St, Dundrum, Dublin 14, D14 V977, Ireland",Dublin 14,Dublin,Leisure & Fitness,53.2916129,-6.245410300000001,https://heliossauna.ie/,085 167 8145,4.9,1051.0,ATCDNfXyri0BNtws83Uux3A9NNAhgEv98URPqAW6NpnHkOtgkugRh8UYkfM6t4CcyjTcszaprQFkUOMRMAFurG04bDaVr0G7yOCw9EA27TLU3cO0OAGrjCJf7wpfL45_b077cpbX8DDdxvwBzdUBs32bLtznQ1CDlXeSZCuWa6UCp5a-6gRKSOy_ZMYPZuAtEbgRdvFge0kGnmsTkJwBYK0WZ_OxRJPWjbph5QS9zfPPRJtBVsw50BdCezDmfCqsMsy_oThXTmsrNkEOq0D40uzFZOtN7KX19oFju__L6hfU3XC4xWo5aoSV6OkzTH2YKcOoUrj2JwY8jh0hGdwwCLvc6mnhRUwEDsqP1t-nzI10kNYgbW-V8Paj9hxaR7aRAyhNsOL7GteatMkA5ZVzsl5PJ-H0xKiaHkLAzaqIisjNePhbvw,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest",,"Perfect place to relax,like a haven, hot tub perfect!! And tried iced bath for the first time in long time feels refreshing and great! And good quality coffee.
One suggestion,time went too fast,maybe time could be extended to 1h :) || Really nice setup, two large saunas, multiple cold plunge barrels, a cold plunge pool at 3 degrees, and a hot tub. Coffee dock with some nice pastries too, and a really relaxed atmosphere - i really enjoyed this place - 100% recommend 👌 || Lovely sauna / plunge / hot tub experience. All the staff were so helpful, was my first time there so was really nice of them to take the time to show us around. Will definitely be back again || Stopped by for some coffee and treats. Did not try the sauna. Service was excellent and coffee was delicious. The croissant was a ok, probably would try something different next time. Lovely location in a nice day! || 31st Finnish sauna review. These saunas are both great. Temperature was a minimum of 90c entire time, ranging up to 110c. Wood fired was 110c down to 90c, electric was a flat 105c. Humidity was 10% in both.

IMO the ash pan in the wood fired stove was kept open way too long and a bunch of the heat was being lost as the timber was being burnt through too often, leading to inconsistency.

Feedback to help with the culture; tell people when they attend to go in/out quickly and don’t keep the door open. Too many people didn’t seem to know about the importance of the door lot of good heat was lost.

The bucket and ladle in the electric sauna could/should be upgraded from plastic to wooden - hot plastics are bad.

The bench height in the electric sauna was perfect, law of löyly maintained. Also the first time seeing the rounded rocks in person. They do give off a smoother löyly, which is lovely. That combination has that experience being one of the most perfect saunas I’ve visited. With the rocks hot as they were the lämpömassa was on point, unlike others. This was a sauna I didn’t want to leave. The wood fired sauna’s temperature was variable based on how the fire was being fed, combined with the ash pan being open and it was a bit more hit and miss. Combined that with sitting a bit lower (law of löyly not observed) and it didn’t quite pack the same punch. Still a good experience, but not next level like the electric. The electric was the star of the show! Both heaters were Harvia heaters so quality.

The cold plunges were spot on, the coldest bath felt close to 0c and there was around 4-5 other baths with different temperatures.

Would love a warm shower to heat up afterwards before heading out, but that doesn’t take away from the experience. Will be back when next in Dublin. Thank you!",2026-02-14T09:42:48.761676
Helios Sauna Cottage,ChIJyV-V3bGpZ0gRbb46dljyF4o,"BOWDEN COTTAGE, 92 Strand Rd, Newcourt, Bray, Co. Wicklow, Ireland",Wicklow,Laois,Leisure & Fitness,53.19777759999999,-6.0949494,https://www.heliossauna.ie/,085 260 2557,4.9,522.0,ATCDNfWtLidEVDSU_vPXfEVT_-KJ3Vz79sHvvHwqLHxHNm1wLiBLL-w8-OKzsGh9f5UjcBZpoheJ1YcPXgrEdrZynxXX-LXxDNFACCCqJ6iA433UczD-9QFaaETwaSoMUtAscucOtF9krG3jkqU2jcF3IuFsTfp2LEi8yCzpHlkkblMs0onOLAYgYQ7XX_MBNRiVAOkUIqmYPFuEc9bw_-a0SUBvnfJ48BiWlsqXityL6cQJceu976l_TkV39DLEXBO9YG0SDJlhvBwpQhHuSlVRNsE5OR2i-i3iKFiRkG7QxqG2vNBh-U_ZQqx44014__t3CRaISKza6r8MFgVhxUV4FAHyqhFb6kPiIs6zHwuHsyeAqqp3p8Agbr75YSiBK37_TS1d9NoKFO_RBYPIrwpyFqe7344nlEiVkh53vyE9YHSgJXFD,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest",,"Myself and three friends had a fantastic sauna session at the Bray cottage location! Helios have created such a pretty and cosy space there and everything felt well taken care of. The sauna was clean and comfortable. Clean changing facilities too- would definitely recommend this! Also the staff were friendly and helpful. || This was such a rejuvenating experience. Really enjoyed every moment of my time at Helios. Always gives me a lovely feeling upon arrival and completion. Staff are lovely. || First time visiting the rooftop Sauna. What an amazing experience. A very spacious sauna (and changing room area!), and a lovely warm pool. The views are amazing: The sea and Bray Head. It was a very sunny day but I can't wait to try it out on a stormy day or a dark evening! A must-do when visiting Bray! || Helios Sauna in Dundrum is nothing short of spectacular! From the moment you step in, you're welcomed into a tranquil, rejuvenating environment that feels like a slice of paradise. The staff is absolutely amazing, warm, attentive, and genuinely committed to ensuring you have the best experience possible. The facilities are impeccably clean and thoughtfully designed, making every visit a true pleasure.

This place has quickly become one of my all-time favorites, and I can’t recommend it enough. Whether you're looking to unwind, recharge, or simply treat yourself, Helios Sauna is the perfect spot. 100% recommended you won’t regret it! || Quality everywhere. Sauna is beautiful with a view to the street. Cold barrels are great with different temperatures. The cottage is lovely as a changing space, and the the stone and paving in the shower area creates a great holiday like feel.
It really is such a great restorative space in Bray and the lads are brilliant to deal with.",2026-02-14T09:43:59.326825
The Hot Box Sauna Rosses Point,ChIJJ0rJ7anDXkgRG2Ssvhto9CU,"Deadman’s point, Rosses Upper, Sligo, Ireland",Sligo,Cavan,Dedicated Sauna,54.3067302,-8.5766634,https://thehotboxsauna.ie/,(01) 912 8276,4.9,511.0,ATCDNfVTsHIHFQDVTxoy46SNBQYRhGq3hP5l_hdPcLD4QMfvLkxkMTbJ0SS6J8J6RU1IBpLJrWlwg51KMZCkLkgsgOFv8PLyqrUJRyRGeH5d2vG8n7jhnNjx2cxQLnZ5FKqDUldJM5JJkaKhqF-qB-XKT1pKnJrcJDYdq0jtS3cqwEQjSvG7VufFfsWeM4JAjm5enf7Ep8wsH6Xb8UjOxy-Hl4OpABkHiSZkXC6aHkWisAHUmCIUutSJ7RTy3ymnoSGUxiZsIWsZJscSILeNwHwrG3-GDyuV-WcepttBnBq40h8kLA,Wood,False,False,False,OPERATIONAL,"establishment, point_of_interest, spa",,"We had a wonderful Rosses Point Sauna experience. Everything was clean, comfortable, and well maintained. The atmosphere was calm and relaxing.
Special thanks to Declan, he was friendly, attentive and professional.
Thank you very much for the excellent service — we will definitely come back and highly recommend this place.
Best wishes, Liudmyla || What a wonderful place to relax. Two hot saunas, wooden fired a a beautyful view on the north atlantic. You can book 45 minutes sessions and in this time you can cool down in the ocean.
Cabin for 8 people and a warm atmosphere.
We will come back, thank you for the nice time we had ❤️ || We absolutely loved The Hot Box Sauna — it’s a true gem on the ocean’s edge. We came as a group of four and the atmosphere was just perfect: cozy, peaceful, and unforgettable.

I’m currently going through rehabilitation after a skiing accident and two surgeries, so I was on crutches — yet I managed everything without a problem thanks to the thoughtful design and, most of all, the kindness of the staff.

A special thanks to Cillian, who constantly helped me open the door and even brought me water since I couldn’t get into the cold barrel. He joked he’s not as handsome as Cillian Murphy, but honestly, I think he’s very wrong. Someone should tell him he absolutely deserves an Oscar for his human qualities alone.

This place is pure magic. Highly, highly recommend. || This was so much fun!

What to bring:
1. Drinking water and electrolytes to stay hydrated
2. 2 towels: one for the sauna and another to dry yourself after you are done
3. Slippers or beach shoes

To note:
- Leave your valuables in the car because there are no storage boxes
- Make sure you do not need toilets because the nearest are 5 minutes away || I went for an early morning sauna recently and was delighted with the experience. Two clean and HOT saunas. Plus a cold dunk pool. A water fountain keeps you hydrated. Lovely views while you sweat it out. There is a unisex change room but no toilet. Be warned. A faultless sauna with friendly staff.",2026-02-14T09:41:52.053187
The Hot Box Sauna Inchicore,ChIJ2cdvoJwNZ0gRwDtfnNQo87o,"Goldenbridge Industrial Estate, Tyrconnell Rd, Inchicore, Dublin, D08 EWK2, Ireland",Dublin,Dublin,Leisure & Fitness,53.33566769999999,-6.3246277,https://thehotboxsauna.ie/,(01) 912 8276,4.9,479.0,ATCDNfWsrfMg4czBQ2YihN6u_FEC7KLnQr98uYsVCpEPeV6AZw7LRGgBUgtWg0eTf_iWmva84kJ9LM303PuJSh8mZqcEFNpuIZ4AWtNv6m26hRSjq0bHyFZEeJeCuaZ9WVAddxfTP3Ws9V3LbA_OG4AXvrFGxDkXTZRllXmR5KkO5GBBNW7gZBkxVr5um_xajvecEa9bXri7bIO7zj5LK_UCNn5kASomDPfLbqwym8UCGqFdY-Bv2E_Gmr7OzujZmEYP9c1C1Pk1v0M6yo-0gPN00OO9oi9i17JbWAuZkoXNZp_RDA,Wood,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Wow, what a fantastic experience, just a hop, skip, and a jump from Black Horse LUAS! Parking can be a bit of a challenge, so it’s best to hop on the 13 from the city, Clondalkin, or the LUAS.

The €19 for an hour is totally worth it! It’s a super enjoyable experience, especially with the saunas being regularly topped up with wood. The other patrons there are also lovely and enjoying the facilities. If you’re feeling adventurous, the coldest plunge is definitely your only question! || First time visiting here the other day and I will definitely be back! The space is big enough to cater to quite a large group of people without it feeling over crowded. The saunas and women’s changing areas were really clean and well kept, and they have a dryer for your bathing suit which is so handy!! One of the saunas also had a eucalyptus scent which was gorgeous. || It was my our second time to be here and it gets better and better. It was a fine sunny weather, but it made the experience better. We were able to maximize all the saunas, nice temperature. Clean facilities, nice staff, very cozy environment. Will definitely be back. || Absolutely 5 stars for Hot Box Inchicore! I've been to a lot of saunas, but this one is hands down the best. The variety of sauna styles is incredible — there's even a silent sauna which I loved for total relaxation. The three different plunge pools are amazing: one icy cold, one mild, and one that feels like a hot tub – perfect for whatever vibe you’re after. The place is spotless, so well maintained, and the staff are genuinely some of the friendliest I’ve met. You can really tell they care. Highly recommend for anyone looking to unwind, reset, and feel amazing after! || Fantastic location with 5 different saunas and a walk-in plunge pool. The saunas are a mix of wood fire and electric and there’s a silent sauna for some peace and quiet. Facilities are were very clean and the staff are really friendly. Would highly recommend! Will definitely be back",2026-02-14T09:42:48.838537
The Hot Box Sauna Bective Mill,ChIJmX9FKExFZ0gR1TIXj-4USEc,"Mill house, Bective, Navan, Co. Meath, C15 H519, Ireland",Navan,Cavan,Dedicated Sauna,53.5801093,-6.704220899999999,http://www.thehotboxsauna.ie/,(01) 912 8276,4.9,463.0,ATCDNfX_lmVh8lHstu6560eTljo2T9vhenYDBL5myNRhZCDyBEcSaTeoYMlcpP5yi7gpZ9Ie-Da717RXZM2X1P6D1JMbar5PUbYBstZ123qiYSmXDN8Cn1Y-qqBSJr8FACcPvOM-OCbgpIRrAjaX2Iw0HNforUv5xFtSdiPA-jnntvzwAIoYwBi7OacQ_ZOIiFhCWgy-Mp_bI1DnPi8aV58YYEaVXzA_AI2hZow-kHVCBBOX8qiTL4QwL-q-i-26xcwXOGXIpxzO3l_3FUbyISdxY7qB9Nbv0eHJWrf6_ExWzbWJXw,,True,False,True,OPERATIONAL,"establishment, point_of_interest, spa",,"1st time going with 2 friends of mine. I loved the experience. Everything was top notch, so clean and staff were so friendly. It runs so smoothly. The smaller sauna was lovely and quiet for me and my 2 friends. The bigger sauna was fuller. We tried the plunge pool and getting into river. The pool was 4 degrees where as the river was 6 degrees. Felt great after the 45 mins at it. I will be back. || I had an amazing experience at Hot Box Sauna in Navan. I booked a session because I wanted something that felt relaxing, grounding and a bit different and it honestly exceeded what I expected.

From the moment I walked in, the place had a calm, welcoming atmosphere. The staff is friendly, knowledgeable and made the whole session feel effortless. The sauna itself is immaculate, with a cosy, modern setup that feels private and premium. || Absolutely loved our time at The Hot Box Sauna! Such a relaxing, unique experience — the perfect mix of heat, nature, and good vibes. Beautiful setting and great energy. Can’t wait to come back! || Hotbox is absolutely outstanding! The sauna is beautifully designed with breathtaking views, and the contrast of stepping into ice-cold water or the river is simply exhilarating. It’s the ultimate reset for body and mind — an unforgettable wellness experience that leaves you feeling reborn. || I have been there several times and I love it. The river dip after the sauna was my favourite!",2026-02-14T09:41:51.294988
Driftwood Sauna,ChIJUS4DgRy7W0gRa0bW1aGYQ5E,"Spiddal Pier, Bohoona East, An Spidéal, Co. Galway, Ireland",An Spidéal,Clare,Leisure & Fitness,53.2408532,-9.3121232,http://www.driftwoodsauna.ie/,,4.9,239.0,ATCDNfW-SUf75DQlE4lwAImElCEvtzhKX2aKaNrgxZ_cuV_Ve_B5ZXP3724b3TORUbDz343ZS43J1cYrLNJACjAAEpKMaifogX-8aI7Kr3bi5zlGtGuLTjOz8tdsgeSbI1h0YYMAPLyN4aWImYlMkLZ6VFoJ2UA60y6yz9S8WpVXzSCmHV5C52jZcFjU3dl0fK-caTj0nr2yg0tPT0xCSPxMSezQtwwCa-GYQ1YspwYAUnuQmLmDzw7ETemOsQQDOjc3_JFFzTM1cn2g75bNtHN6qaExAZGhvEbII8ul5AJdCAgaII7DeJe4fvjnm0GjeKngsfWtY_H1Mq92alAoSke-rrEkg9nSkBItY6gLqg1Ev1GhLBKUZfwkZ3FjqEPtETnlONUz9AB-eGSjlHXzLLzTXYzo7zU9AcSFEneDDJnHOUi1yvHZ,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Spent a lovely afternoon here for my birthday with my mum. Monique was so welcoming and made our first sauna experience at Driftwood really enjoyable. The views from the sauna are gorgeous, the plunge pools are spotless, the fresh drinking water is such a nice touch. Our fellow sauna-goers were very friendly as well. We left feeling so relaxed and refreshed. Well done! 🧖🏼‍♀️🌊🌿 || The saunas are in an incredible location with stunning views! The sauna itself is excellent—intensely hot, just as it should be. You can cool down with perfect ice baths or even take a dip in the sea if you prefer. The staff were very friendly. I felt so relaxed and calm afterwards, and we also got to try some lovely Rí na Mara facial products. My skin felt incredibly soft after using them!
I’d 100% recommend giving this place a try! || What a beautiful experience. Went with two of my friends on a Sunday afternoon and it was amazing - lovely bunch of people. Finally a proper sauna - clean, hot and spacious enough for the group of us. Baths were super clean too. Beautiful view and we were lucky to watch the sun going down too.
Highly recommend! || I really enjoyed my social sauna experience! The views are lovely, and the facilities were nice and clean. Sauna temperature felt perfect. My only feedback is that 50min felt too short to do more than one hot/cold cycle without rushing. I would be willing to pay a bit more for a 70-90 min session, to be able to do a couple cycles and take my time dipping in the ocean/enjoying the fresh air before re-entering the sauna. || One of, if not, Galway’s best sauna. I’m a regular sauna goer and driftwood is up there with one of the best. The temperature is always right, the saunas are always clean and the views from the ice baths are phenomenal. Driftwood Sauna is an example of a business built with love and passion. If you havn’t tried a sauna / plunge experience yet or are a regular sauna user you won’t be disappointed!",2026-02-14T09:42:12.142798
"Wild Wellness, Beach Sauna, Garrettstown, Kinsale, Co Cork",ChIJY9VjCy1hREgRcIZDIWi4TwY,"Garretstown beach, Garrettstown, Kinsale, Co. Cork, Ireland",Kinsale,Cork,Leisure & Fitness,51.644433,-8.583593,http://wildwellness.ie/,089 438 9844,4.9,210.0,AcnlKN1PA6TEW8vYa-WjBngQn5oT-gE1zQtRdOW1Kw18_DDJG3kkmaUMIZ4_cnWqqEAbmsqPUKLuhup3gdudqFT7WTj-ei6cUviyyGpniJn1j13fgrgH07pvYNmci8OGjpJvin5RXftjvEQyyvnf_9iwCbibKKexQG58OpjPjziLeafQhaASZ7OSXQ36C04gYmGXGxITdlyLRFE4JtUULy1Oj6v0fSzYFWxgCn73fFSlclnIFYrv5Hrybsz1FZg1c_ijwwDkClohJ5yQAALQ45KzCcNg3J7_J4LUoz-Kh4ksU0DCIg,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Excellent hospitality from start to finish from Bromwyn the owner.
The sauna was hot and clean and had a perfect view of the beach. Honestly,  this place is a star attraction,  a go to for tourists coming to Ireland and those coming to Cork to visit the seaside. Much success to you all. || Great experience! I tried it once and immediately booked for the next week! I can't imagine a better location! Beautiful view of the ocean. You can really relax. The lady serving is very nice and very easy to deal with. The temperature in the sauna is constantly around 100 degrees Celsius. - just perfect! 👌 The possibility of jumping into the cold sea, the view from the inside of the sauna and the polite service make it my number 1!! I recommend very much! || No sauna compares to the big beautiful beast perfectly cosy with the best view of the sea and with great access to the sea when it gets hot! The staff are always so friendly and kind. || Such a special, well run sauna in the most beautiful location. A pure and utter slice of heaven. Fabulous fire keepers who are so helpful in making sure your sauna experience is nothing short of amazing. Thank you 🙏 || Fantastic spot, I have been here a few times. The sauna itself is great and orientated so that you have a stunning view of Garrettstown beach. Very well managed and supported.",2026-02-14T09:42:22.191975
The Hot Box Sauna Carlingford,ChIJe_IctrnXYEgRsBpBaxlLujg,"North Commons, Liberties Of Carlingford, Carlingford, Co. Louth, Ireland",Carlingford,Cavan,Dedicated Sauna,54.0502025,-6.191207299999999,https://www.thehotboxsauna.ie/,(01) 912 8276,4.9,196.0,AcnlKN2tVji_iVvi6ijTNxP-LKkU7N7J7eQXL-DNRD4greGhc11g6QbV3IR_jL0xTizya0CdnhsNpnPum84xojLMp79Q7UagHoviIlZZwu9TXv6346cUOXaLdgGBjttdjPoIx6Q4yQNlBg6_WTWYzlNbA2yLM6dAhzQVocApYRGI02PqnHwqMS53ac-QN9jIDaeUgZF2otMKuIfR9pxoFtxaMeHTlospg7UiBSouGTGSsNZ-lDHqgkGJkeiH8fOeve2eaSEkNJiEgRKFyuEP1N1nmkYl_IvD676QdmgNpe7tggTxqw,,True,False,False,OPERATIONAL,"establishment, point_of_interest, spa",,"Went for the 45min session and it was great to try out each sauna, hot tub and cold plunge! There’s changing rooms, showers, toilets and a coffee shop next door. Great experience || We’ve become regular customers of the Hot Box Sauna — a truly fantastic retreat that we use regularly for sports recovery and overall wellbeing. It’s an investment we should all treat ourselves to.

The facilities are perfectly positioned to embrace the surrounding natural beauty, and the combination of cool plunges and invigorating sea swims elevates the sauna experience even further. An outstanding space to reset, recover, and recharge.

The experience is further complemented by an excellent online booking portal via the business website. That said, the team are very accommodating and more often than not have been happy to welcome us even when we haven’t made a reservation. || Really enjoyed this experience, especially on a cold, blustery day. The saunas really have spectacular views and are very well maintained. We enjoyed going for a dip in the sea too (my advice is to check when the tide is in so you can fully submerge yourself!). Staff were really nice and helpful, taking time to explain everything and check if we were enjoying ourselves. Highly recommended! || First class as always! We travel down from Belfast every other week and are always met with amazing service (special shout out to Fiona!) || The views from the saunas are spectacular and saunas are a good temperature. However it was a very disturbed experience. Members of staff kept coming in to clean the saunas or opening the doors to let people know how much time they had left. It didn’t feel very relaxing at all. Because people are coming in at different times, it also meant that there were a lot of people coming and going throughout the session and I felt like I couldn’t  relax",2026-02-14T09:41:55.072916
